,added,event,person,kind,result,index,position,player_in,player_out,player_in_points_scored_in_week,player_in_points_scored_after,player_out_points_scored_in_week,player_out_points_scored_after,net_points_of_trade,net_points_of_trade_per_week,net_points_of_trade_in_week,points_actually_scored,points_not_realised,net_points_banked
155,2025-05-24T12:11:41.559859Z,38,AN,waiver,unsuccessful - player in already been picked up,40.0,DEF,Bradley,Digne,1,1,0,0,1,1.0,1,1.0,0.0,1.0
156,2025-05-24T12:11:41.559914Z,38,AN,waiver,unsuccessful - player out already gone,49.0,DEF,Robertson,Digne,2,2,0,0,2,2.0,2,0.0,2.0,0.0
157,2025-05-23T13:37:50.738349Z,38,PV,waiver,successful,23.0,DEF,Konsa,Aina,1,1,1,1,0,0.0,0,0.0,1.0,-1.0
158,2025-05-23T13:37:50.738327Z,38,PV,waiver,unsuccessful - player in already been picked up,22.0,DEF,Burn,Aina,2,2,1,1,1,1.0,1,0.0,2.0,-1.0
159,2025-05-22T12:43:06.496512Z,38,MN,waiver,unsuccessful - player in already been picked up,32.0,DEF,Konsa,Van den Berg,1,1,2,2,-1,-1.0,-1,0.0,1.0,-2.0
160,2025-05-22T12:43:06.496623Z,38,MN,waiver,unsuccessful - player in already been picked up,45.0,DEF,Pau,Van den Berg,0,0,2,2,-2,-2.0,-2,0.0,0.0,-2.0
161,2025-05-22T12:43:06.496548Z,38,MN,waiver,successful,34.0,DEF,Van Hecke,Van den Berg,2,2,2,2,0,0.0,0,2.0,0.0,0.0
162,2025-05-22T12:43:06.496530Z,38,MN,waiver,unsuccessful - player in already been picked up,33.0,DEF,Konsa,Milenković,1,1,2,2,-1,-1.0,-1,0.0,1.0,-2.0
163,2025-05-22T12:43:06.496566Z,38,MN,waiver,unsuccessful - player in already been picked up,42.0,DEF,Van Hecke,Milenković,2,2,2,2,0,0.0,0,2.0,0.0,0.0
164,2024-09-27T10:14:46.981273Z,6,JP,free agent,successful,,DEF,Calafiori,J.Timber,0,28,4,99,-71,-2.1515151515151514,-4,2.0,26.0,-97.0
165,2025-05-24T10:31:27.739036Z,38,CR,waiver,successful,6.0,DEF,Akanji,O'Brien,6,6,6,6,0,0.0,0,6.0,0.0,0.0
166,2025-05-23T11:53:54.625463Z,38,LD,waiver,unsuccessful - player in already been picked up,18.0,DEF,Huijsen,Virgil,4,4,1,1,3,3.0,3,0.0,4.0,-1.0
167,2025-05-23T16:51:55.791073Z,38,TS,waiver,unsuccessful - player out already gone,13.0,DEF,Huijsen,Mykolenko,4,4,9,9,-5,-5.0,-5,0.0,4.0,-9.0
168,2025-05-23T16:51:55.791013Z,38,TS,waiver,unsuccessful - player in already been picked up,11.0,DEF,Kiwior,Mykolenko,2,2,9,9,-7,-7.0,-7,0.0,2.0,-9.0
169,2025-05-23T16:51:55.790994Z,38,TS,waiver,successful,8.0,DEF,Calafiori,Mykolenko,0,0,9,9,-9,-9.0,-9,0.0,0.0,-9.0
170,2025-05-19T06:02:17.719743Z,38,BP,waiver,successful,16.0,DEF,Calafiori,Mykolenko,0,0,9,9,-9,-9.0,-9,0.0,0.0,-9.0
171,2025-05-23T16:51:55.791053Z,38,TS,waiver,unsuccessful - player in already been picked up,12.0,DEF,Kiwior,N.Williams,2,2,2,2,0,0.0,0,0.0,2.0,-2.0
172,2025-05-25T13:03:28.556899Z,38,TS,free agent,successful,,DEF,Trippier,N.Williams,1,1,2,2,-1,-1.0,-1,0.0,1.0,-2.0
173,2024-12-12T14:59:42.679774Z,16,JP,waiver,successful,3.0,MID,Sancho,Rashford,2,49,0,41,8,0.34782608695652173,2,5.0,44.0,-36.0
174,2024-11-22T07:20:57.863620Z,12,JP,waiver,successful,5.0,MID,Garnacho,Rashford,2,66,8,65,1,0.037037037037037035,-6,2.0,64.0,-63.0
175,2024-11-08T10:52:27.324656Z,11,JP,waiver,successful,2.0,FWD,Strand Larsen,Darwin,2,102,7,50,52,1.8571428571428572,-5,28.0,74.0,-22.0
176,2025-02-24T11:21:41.174915Z,27,JP,waiver,successful,17.0,FWD,Evanilson,Welbeck,1,50,7,42,8,0.6666666666666666,-6,39.0,11.0,-3.0
177,2025-02-23T18:22:42.077623Z,27,PV,waiver,successful,4.0,FWD,Evanilson,Ferguson,1,50,1,6,44,3.6666666666666665,0,42.0,8.0,36.0
178,2025-01-31T07:57:34.954765Z,24,JP,waiver,successful,3.0,FWD,Ndiaye,Welbeck,9,42,1,51,-9,-0.6,8,9.0,33.0,-42.0
179,2025-01-31T05:55:33.160526Z,24,LD,waiver,unsuccessful - player in already been picked up,13.0,FWD,Ndiaye,Højlund,9,42,1,35,7,0.4666666666666667,8,0.0,42.0,-35.0
180,2025-01-31T05:55:33.160408Z,24,LD,waiver,successful,5.0,FWD,Darwin,Højlund,2,21,1,35,-14,-0.9333333333333333,1,4.0,17.0,-31.0
181,2025-01-24T09:49:35.074796Z,23,JP,waiver,unsuccessful - player in already been picked up,3.0,MID,Mitoma,Kudus,2,53,2,51,2,0.125,0,0.0,53.0,-51.0
182,2025-01-24T09:49:35.074850Z,23,JP,waiver,successful,4.0,MID,Mac Allister,Kudus,3,64,2,51,13,0.8125,1,17.0,47.0,-34.0
183,2025-01-24T11:00:13.512262Z,23,CR,waiver,successful,2.0,MID,Mitoma,J.Murphy,2,53,6,85,-32,-2.0,-4,3.0,50.0,-82.0
184,2025-01-24T11:00:13.512313Z,23,CR,waiver,unsuccessful - player out already gone,8.0,MID,Kluivert,J.Murphy,13,50,6,85,-35,-2.1875,7,0.0,50.0,-85.0
185,2025-01-17T10:40:57.822102Z,22,JP,waiver,unsuccessful - player in already been picked up,3.0,MID,Elanga,Kudus,2,78,2,53,25,1.4705882352941178,0,0.0,78.0,-53.0
186,2025-01-16T06:41:43.231540Z,22,CR,waiver,successful,2.0,MID,Elanga,Gibbs-White,2,78,5,82,-4,-0.23529411764705882,-3,4.0,74.0,-78.0
187,2025-01-17T10:58:54.895931Z,22,HC,waiver,unsuccessful - player in already been picked up,7.0,MID,Elanga,Mitoma,2,78,12,65,13,0.7647058823529411,-10,0.0,78.0,-65.0
188,2025-01-17T10:58:54.895875Z,22,HC,waiver,successful,1.0,MID,Maddison,Mitoma,2,33,12,65,-32,-1.8823529411764706,-10,11.0,22.0,-54.0
189,2025-01-21T16:03:01.754354Z,23,LB,waiver,successful,5.0,MID,Mac Allister,Schade,3,64,11,77,-13,-0.8125,-8,17.0,47.0,-60.0
190,2025-01-21T16:03:01.754406Z,23,LB,waiver,unsuccessful - player out already gone,11.0,MID,Madueke,Schade,9,32,11,77,-45,-2.8125,-2,0.0,32.0,-77.0
191,2025-01-21T16:03:01.754428Z,23,LB,waiver,unsuccessful - player out already gone,12.0,MID,Eze,Schade,2,77,11,77,0,0.0,-9,0.0,77.0,-77.0
192,2024-09-12T07:13:22.417812Z,4,JP,waiver,successful,3.0,MID,Rogers,Martinelli,2,155,3,118,37,1.0571428571428572,-1,15.0,140.0,-103.0
193,2025-04-11T08:27:57.786430Z,32,JP,waiver,successful,7.0,MID,Barnes,Martinelli,27,44,2,26,18,2.5714285714285716,25,27.0,17.0,1.0
194,2025-04-11T08:27:57.786484Z,32,JP,waiver,unsuccessful - player out already gone,9.0,MID,Tonali,Martinelli,15,37,2,26,11,1.5714285714285714,13,0.0,37.0,-26.0
195,2025-02-12T19:55:30.571190Z,25,JP,waiver,unsuccessful - player in already been picked up,5.0,MID,Rashford,Martinelli,9,41,0,36,5,0.35714285714285715,9,0.0,41.0,-36.0
196,2025-02-12T19:55:30.571232Z,25,JP,waiver,successful,6.0,MID,Tielemans,Martinelli,12,55,0,36,19,1.3571428571428572,12,12.0,43.0,-24.0
197,2025-02-13T17:16:06.155687Z,25,PV,waiver,successful,3.0,MID,Nwaneri,Martinelli,9,36,0,36,0,0.0,9,11.0,25.0,-25.0
198,2025-02-13T17:16:06.155776Z,25,PV,waiver,unsuccessful - player out already gone,8.0,MID,Johnson,Martinelli,1,48,0,36,12,0.8571428571428571,1,0.0,48.0,-36.0
199,2025-02-10T14:54:02.707675Z,25,LD,waiver,unsuccessful - player in already been picked up,7.0,MID,Rashford,Bruno G.,9,41,1,48,-7,-0.5,8,0.0,41.0,-48.0
200,2025-02-10T01:14:17.185821Z,25,MN,waiver,unsuccessful - player in already been picked up,6.0,MID,Rashford,Bruno G.,9,41,1,48,-7,-0.5,8,0.0,41.0,-48.0
201,2025-02-14T12:26:45.424458Z,25,MN,free agent,successful,,MID,Schade,Bruno G.,9,64,1,48,16,1.1428571428571428,8,8.0,56.0,-40.0
202,2025-02-03T19:35:05.814628Z,25,HC,waiver,successful,1.0,MID,Rashford,Diogo J.,9,41,8,27,14,1.0,1,32.0,9.0,5.0
203,2025-02-02T20:40:45.668407Z,25,AN,waiver,successful,4.0,MID,Rashford,Smith Rowe,9,41,9,34,7,0.5,0,19.0,22.0,-15.0
204,2025-02-02T20:40:45.668544Z,25,AN,waiver,unsuccessful - player out already gone,13.0,MID,Savinho,Smith Rowe,6,29,9,34,-5,-0.35714285714285715,-3,0.0,29.0,-34.0
205,2025-02-14T08:50:15.497782Z,25,IR,free agent,successful,,MID,Tielemans,Tel,12,55,3,42,13,0.9285714285714286,9,12.0,43.0,-30.0
206,2025-04-11T12:51:29.411001Z,32,LD,free agent,successful,,MID,Tonali,Doku,15,37,1,17,20,2.857142857142857,14,15.0,22.0,-2.0
207,2024-10-24T16:05:34.801475Z,9,JP,waiver,successful,3.0,MID,Rogers,Trossard,1,127,2,126,1,0.03333333333333333,-1,3.0,124.0,-123.0
208,2024-10-24T16:05:34.801554Z,9,JP,waiver,unsuccessful - player out already gone,6.0,MID,Rashford,Trossard,1,69,2,126,-57,-1.9,-1,0.0,69.0,-126.0
209,2024-10-18T09:00:13.153678Z,8,JP,waiver,unsuccessful - player in already been picked up,3.0,MID,Johnson,Trossard,2,101,3,129,-28,-0.9032258064516129,-1,0.0,101.0,-129.0
210,2024-10-15T16:57:53.558892Z,8,AN,waiver,successful,7.0,MID,Grealish,Trossard,1,24,3,129,-105,-3.3870967741935485,-2,1.0,23.0,-128.0
211,2024-10-15T16:57:53.558944Z,8,AN,waiver,unsuccessful - player out already gone,14.0,MID,Buonanotte,Trossard,6,47,3,129,-82,-2.6451612903225805,3,0.0,47.0,-129.0
212,2024-10-15T13:34:55.286058Z,8,HC,waiver,successful,1.0,MID,Johnson,Barnes,2,101,1,92,9,0.2903225806451613,1,36.0,65.0,-56.0
213,2025-04-25T08:37:06.340885Z,34,JP,waiver,successful,33.0,MID,Neto,Trossard,3,19,0,16,3,0.6,3,3.0,16.0,-13.0
214,2025-04-25T08:37:06.340902Z,34,JP,waiver,unsuccessful - player in already been picked up,42.0,MID,Iwobi,Trossard,5,12,0,16,-4,-0.8,5,0.0,12.0,-16.0
215,2025-04-25T08:37:06.340868Z,34,JP,waiver,unsuccessful - player in already been picked up,32.0,MID,Kluivert,Trossard,2,9,0,16,-7,-1.4,2,0.0,9.0,-16.0
216,2025-04-25T08:37:06.340851Z,34,JP,waiver,unsuccessful - player in already been picked up,31.0,MID,Elanga,Trossard,2,18,0,16,2,0.4,2,16.0,2.0,0.0
217,2025-04-25T08:37:06.340745Z,34,JP,waiver,unsuccessful - player out already gone,13.0,MID,Neto,M.Asensio,3,19,0,7,12,2.4,3,3.0,16.0,-4.0
218,2025-04-25T08:37:06.340763Z,34,JP,waiver,unsuccessful - player in already been picked up,14.0,MID,Iwobi,M.Asensio,5,12,0,7,5,1.0,5,0.0,12.0,-7.0
219,2025-04-25T08:37:06.340726Z,34,JP,waiver,unsuccessful - player in already been picked up,12.0,MID,Kluivert,M.Asensio,2,9,0,7,2,0.4,2,0.0,9.0,-7.0
220,2025-04-25T08:37:06.340649Z,34,JP,waiver,successful,4.0,MID,Elanga,M.Asensio,2,18,0,7,11,2.2,2,16.0,2.0,9.0
221,2025-04-25T08:37:06.340703Z,34,JP,waiver,unsuccessful - player out already gone,11.0,MID,Mitoma,M.Asensio,6,17,0,7,10,2.0,6,0.0,17.0,-7.0
222,2025-04-24T21:02:02.972451Z,34,AN,waiver,successful,34.0,MID,Neto,Ødegaard,3,19,0,26,-7,-1.4,3,6.0,13.0,-20.0
223,2025-04-24T21:02:02.972303Z,34,AN,waiver,unsuccessful - player in already been picked up,20.0,MID,Mitoma,Ødegaard,6,17,0,26,-9,-1.8,6,0.0,17.0,-26.0
224,2025-04-24T21:02:02.972280Z,34,AN,waiver,unsuccessful - player in already been picked up,19.0,MID,Semenyo,Ødegaard,9,33,0,26,7,1.4,9,0.0,33.0,-26.0
225,2025-04-24T21:02:02.972382Z,34,AN,waiver,unsuccessful - player out already gone,30.0,MID,Neto,Eze,3,19,0,35,-16,-3.2,3,6.0,13.0,-29.0
226,2025-04-25T08:54:18.634444Z,34,TS,waiver,unsuccessful - player in already been picked up,20.0,MID,Kluivert,Eze,2,9,0,35,-26,-5.2,2,0.0,9.0,-35.0
227,2025-04-24T21:02:02.972346Z,34,AN,waiver,unsuccessful - player in already been picked up,22.0,MID,Mitoma,Eze,6,17,0,35,-18,-3.6,6,0.0,17.0,-35.0
228,2025-04-24T21:02:02.972364Z,34,AN,waiver,successful,23.0,MID,Bruno G.,Eze,3,16,0,35,-19,-3.8,3,0.0,16.0,-35.0
229,2025-04-24T21:02:02.972399Z,34,AN,waiver,unsuccessful - player in already been picked up,31.0,MID,Hudson-Odoi,Eze,1,3,0,35,-32,-6.4,1,0.0,3.0,-35.0
230,2025-04-25T08:54:18.634480Z,34,TS,waiver,unsuccessful - player in already been picked up,34.0,MID,Semenyo,Eze,9,33,0,35,-2,-0.4,9,27.0,6.0,-8.0
231,2025-04-24T21:02:02.972322Z,34,AN,waiver,unsuccessful - player in already been picked up,21.0,MID,Semenyo,Eze,9,33,0,35,-2,-0.4,9,0.0,33.0,-35.0
232,2025-04-24T21:02:02.972434Z,34,AN,waiver,unsuccessful - player out already gone,33.0,MID,Andreas,Eze,1,5,0,35,-30,-6.0,1,0.0,5.0,-35.0
233,2025-04-21T06:22:14.230692Z,34,BP,waiver,unsuccessful - player out already gone,10.0,MID,Neto,Rashford,3,19,0,0,19,3.8,3,0.0,19.0,0.0
234,2025-04-25T10:14:25.785338Z,34,HC,free agent,successful,,MID,Mitoma,Rashford,6,17,0,0,17,3.4,6,6.0,11.0,6.0
235,2025-04-21T06:22:14.230651Z,34,BP,waiver,successful,3.0,MID,Mitoma,Rashford,6,17,0,0,17,3.4,6,6.0,11.0,6.0
236,2025-04-21T06:22:14.230710Z,34,BP,waiver,unsuccessful - player in already been picked up,11.0,MID,Semenyo,Rashford,9,33,0,0,33,6.6,9,0.0,33.0,0.0
237,2025-04-21T06:22:14.230673Z,34,BP,waiver,unsuccessful - player out already gone,9.0,MID,O’Reilly,Rashford,0,2,0,0,2,0.4,0,0.0,2.0,0.0
238,2025-04-25T07:57:38.706260Z,34,LD,waiver,successful,3.0,MID,Iwobi,Gündogan,5,12,0,23,-11,-2.2,5,11.0,1.0,-12.0
239,2025-04-25T08:54:18.634390Z,34,TS,waiver,unsuccessful - player in already been picked up,18.0,MID,Iwobi,I.Sarr,5,12,0,22,-10,-2.0,5,0.0,12.0,-22.0
240,2025-04-25T08:54:18.634425Z,34,TS,waiver,unsuccessful - player in already been picked up,19.0,MID,Kluivert,I.Sarr,2,9,0,22,-13,-2.6,2,0.0,9.0,-22.0
241,2025-04-25T08:54:18.634462Z,34,TS,waiver,successful,21.0,MID,Semenyo,I.Sarr,9,33,0,22,11,2.2,9,27.0,6.0,5.0
242,2025-04-25T10:15:52.700095Z,34,IR,free agent,successful,,MID,Andreas,I.Sarr,1,5,0,22,-17,-3.4,1,1.0,4.0,-21.0
243,2025-04-25T08:15:28.161464Z,34,HC,waiver,unsuccessful - player in already been picked up,22.0,MID,Iwobi,Diogo J.,5,12,1,4,8,1.6,4,0.0,12.0,-4.0
244,2025-04-25T08:15:28.161442Z,34,HC,waiver,successful,6.0,MID,Barnes,Diogo J.,3,12,1,4,8,1.6,2,5.0,7.0,1.0
245,2025-04-25T08:15:28.161384Z,34,HC,waiver,successful,1.0,MID,Kluivert,Martinelli,2,9,0,14,-5,-1.0,2,5.0,4.0,-9.0
246,2025-04-24T08:32:34.817407Z,34,PV,waiver,unsuccessful - player out already gone,14.0,MID,Bruno G.,Martinelli,3,16,0,14,2,0.4,3,0.0,16.0,-14.0
247,2025-04-24T08:32:34.817326Z,34,PV,waiver,successful,5.0,MID,Hudson-Odoi,Martinelli,1,3,0,14,-11,-2.2,1,1.0,2.0,-13.0
248,2025-04-24T08:32:34.817427Z,34,PV,waiver,unsuccessful - player out already gone,15.0,MID,Joelinton,Martinelli,0,0,0,14,-14,-2.8,0,0.0,0.0,-14.0
249,2025-04-24T08:32:34.817377Z,34,PV,waiver,unsuccessful - player out already gone,13.0,MID,Gordon,Martinelli,1,8,0,14,-6,-1.2,1,0.0,8.0,-14.0
250,2025-04-25T07:57:38.706306Z,34,LD,waiver,unsuccessful - player in already been picked up,8.0,MID,Elanga,Merino,2,18,0,7,11,2.2,2,0.0,18.0,-7.0
251,2025-04-25T07:57:38.706391Z,34,LD,waiver,successful,29.0,MID,Bruno G.,Merino,3,16,0,7,9,1.8,3,5.0,11.0,-2.0
252,2024-09-17T09:56:31.878846Z,5,JP,waiver,successful,2.0,MID,Sancho,Doku,4,83,2,81,2,0.058823529411764705,2,20.0,63.0,-61.0
253,2024-09-20T08:01:52.679185Z,5,AN,waiver,successful,7.0,MID,Amad,Doku,3,113,2,81,32,0.9411764705882353,1,4.0,109.0,-77.0
254,2024-09-17T09:56:31.878888Z,5,JP,waiver,unsuccessful - player in already been picked up,7.0,FWD,Calvert-Lewin,Cunha,2,41,8,167,-126,-3.7058823529411766,-6,0.0,41.0,-167.0
255,2024-09-19T19:30:42.932830Z,5,TS,waiver,successful,3.0,FWD,Calvert-Lewin,Muniz,2,41,4,79,-38,-1.1176470588235294,-2,9.0,32.0,-70.0
256,2024-09-19T19:30:42.932883Z,5,TS,waiver,unsuccessful - player in already been picked up,8.0,FWD,Vardy,Muniz,2,109,4,79,30,0.8823529411764706,-2,0.0,109.0,-79.0
257,2024-10-24T16:05:34.801531Z,9,JP,waiver,successful,5.0,FWD,Strand Larsen,Cunha,1,111,9,146,-35,-1.1666666666666667,-8,29.0,82.0,-117.0
258,2025-02-12T19:55:30.571250Z,25,JP,waiver,unsuccessful - player in already been picked up,10.0,DEF,Digne,Branthwaite,5,26,2,30,-4,-0.2857142857142857,3,0.0,26.0,-30.0
259,2025-02-12T19:55:30.571265Z,25,JP,waiver,successful,11.0,DEF,Murillo,Branthwaite,1,44,2,30,14,1.0,-1,0.0,44.0,-30.0
260,2025-02-13T13:18:29.275488Z,25,TS,waiver,successful,9.0,DEF,Digne,Schär,5,26,0,60,-34,-2.4285714285714284,5,5.0,21.0,-55.0
261,2025-04-04T08:36:29.634557Z,31,JP,waiver,successful,5.0,DEF,Digne,Alexander-Arnold,0,8,0,13,-5,-0.625,0,0.0,8.0,-13.0
262,2025-04-04T08:36:29.634495Z,31,JP,waiver,unsuccessful - player in already been picked up,4.0,DEF,Burn,Alexander-Arnold,6,40,0,13,27,3.375,6,0.0,40.0,-13.0
263,2025-04-04T08:36:29.634579Z,31,JP,waiver,unsuccessful - player out already gone,10.0,DEF,Udogie,Alexander-Arnold,0,-2,0,13,-15,-1.875,0,0.0,-2.0,-13.0
264,2025-04-04T07:13:47.933388Z,31,PV,waiver,unsuccessful - player in already been picked up,13.0,DEF,Digne,Gabriel,0,8,0,0,8,1.0,0,0.0,8.0,0.0
265,2025-04-04T07:58:22.398519Z,31,TS,waiver,successful,3.0,DEF,Burn,Gabriel,6,40,0,0,40,5.0,6,13.0,27.0,13.0
266,2025-04-04T07:58:22.398553Z,31,TS,waiver,unsuccessful - player out already gone,8.0,DEF,Kiwior,Gabriel,2,28,0,0,28,3.5,2,0.0,28.0,0.0
267,2025-04-04T07:13:47.933426Z,31,PV,waiver,unsuccessful - player out already gone,15.0,DEF,Kiwior,Gabriel,2,28,0,0,28,3.5,2,0.0,28.0,0.0
268,2025-04-04T07:13:47.933408Z,31,PV,waiver,unsuccessful - player out already gone,14.0,DEF,Spence,Gabriel,5,8,0,0,8,1.0,5,0.0,8.0,0.0
269,2025-04-04T07:13:47.933365Z,31,PV,waiver,successful,6.0,DEF,Van de Ven,Gabriel,0,1,0,0,1,0.125,0,0.0,1.0,0.0
270,2025-04-03T08:54:53.612580Z,31,IR,waiver,unsuccessful - player in already been picked up,7.0,DEF,Digne,Zabarnyi,0,8,1,28,-20,-2.5,-1,0.0,8.0,-28.0
271,2025-04-03T08:54:53.612682Z,31,IR,waiver,successful,19.0,DEF,Konsa,Zabarnyi,1,38,1,28,10,1.25,0,10.0,28.0,-18.0
272,2025-04-03T08:54:53.612518Z,31,IR,waiver,successful,3.0,DEF,Digne,Khusanov,0,8,0,0,8,1.0,0,0.0,8.0,0.0
273,2025-04-04T09:59:30.374776Z,31,HC,waiver,unsuccessful - player in already been picked up,12.0,DEF,Burn,Huijsen,6,40,4,33,7,0.875,2,0.0,40.0,-33.0
274,2025-02-20T22:02:02.126814Z,26,JP,free agent,successful,,MID,Smith Rowe,Mac Allister,1,25,3,47,-22,-1.6923076923076923,-2,1.0,24.0,-46.0
275,2025-02-20T11:10:32.992303Z,26,JP,waiver,unsuccessful - player in already been picked up,17.0,MID,Maddison,Mac Allister,4,21,3,47,-26,-2.0,1,0.0,21.0,-47.0
276,2025-02-20T11:10:32.992287Z,26,JP,waiver,unsuccessful - player in already been picked up,16.0,MID,O.Dango,Mac Allister,2,18,3,47,-29,-2.230769230769231,-1,0.0,18.0,-47.0
277,2025-02-20T11:10:32.992271Z,26,JP,waiver,unsuccessful - player in already been picked up,15.0,MID,Nwaneri,Mac Allister,2,27,3,47,-20,-1.5384615384615385,-1,7.0,20.0,-40.0
278,2025-02-20T13:36:02.393794Z,26,LB,waiver,unsuccessful - player in already been picked up,17.0,MID,Savinho,Mac Allister,2,23,3,47,-24,-1.8461538461538463,-1,0.0,23.0,-47.0
279,2025-02-20T13:36:02.393817Z,26,LB,waiver,successful,18.0,MID,Enzo,Mac Allister,7,60,3,47,13,1.0,4,33.0,27.0,-14.0
280,2025-02-17T08:26:04.799472Z,26,IR,waiver,unsuccessful - player out already gone,10.0,MID,Smith Rowe,Tielemans,1,25,2,43,-18,-1.3846153846153846,-1,0.0,25.0,-43.0
281,2025-02-20T11:10:32.992254Z,26,JP,waiver,unsuccessful - player in already been picked up,14.0,MID,Maddison,Tielemans,4,21,2,43,-22,-1.6923076923076923,2,0.0,21.0,-43.0
282,2025-02-20T11:10:32.992234Z,26,JP,waiver,successful,6.0,MID,Nwaneri,Tielemans,2,27,2,43,-16,-1.2307692307692308,0,7.0,20.0,-36.0
283,2025-02-20T11:10:32.992186Z,26,JP,waiver,unsuccessful - player in already been picked up,5.0,MID,Mitoma,Tielemans,8,40,2,43,-3,-0.23076923076923078,6,0.0,40.0,-43.0
284,2025-02-17T08:26:04.799377Z,26,IR,waiver,successful,2.0,MID,Merino,Tielemans,2,40,2,43,-3,-0.23076923076923078,0,2.0,38.0,-41.0
285,2025-02-17T08:26:04.799453Z,26,IR,waiver,unsuccessful - player in already been picked up,9.0,MID,Minteh,Tielemans,6,38,2,43,-5,-0.38461538461538464,4,0.0,38.0,-43.0
286,2025-02-20T13:36:02.393837Z,26,LB,waiver,unsuccessful - player out already gone,24.0,MID,Smith Rowe,Amad,1,25,0,22,3,0.23076923076923078,1,0.0,25.0,-22.0
287,2025-02-20T12:07:08.274204Z,26,LD,waiver,unsuccessful - player in already been picked up,7.0,MID,O.Dango,Amad,2,18,0,22,-4,-0.3076923076923077,2,0.0,18.0,-22.0
288,2025-02-20T12:07:08.274256Z,26,LD,waiver,successful,8.0,MID,Schade,Amad,3,55,0,22,33,2.5384615384615383,3,6.0,49.0,-16.0
289,2025-02-20T13:36:02.393741Z,26,LB,waiver,successful,6.0,MID,I.Sarr,Amad,3,65,0,22,43,3.3076923076923075,3,3.0,62.0,-19.0
290,2025-02-20T08:27:23.953949Z,26,CR,waiver,successful,3.0,MID,Maddison,Madueke,4,21,0,20,1,0.07692307692307693,4,5.0,16.0,-15.0
291,2025-02-20T08:27:23.953871Z,26,CR,waiver,unsuccessful - player in already been picked up,2.0,MID,O.Dango,Madueke,2,18,0,20,-2,-0.15384615384615385,2,0.0,18.0,-20.0
292,2025-02-20T08:27:23.953973Z,26,CR,waiver,unsuccessful - player in already been picked up,10.0,MID,Nwaneri,Madueke,2,27,0,20,7,0.5384615384615384,2,0.0,27.0,-20.0
293,2025-02-16T20:35:30.986738Z,26,AN,waiver,successful,16.0,MID,Savinho,Madueke,2,23,0,20,3,0.23076923076923078,2,7.0,16.0,-13.0
294,2025-02-16T20:35:30.986679Z,26,AN,waiver,unsuccessful - player in already been picked up,4.0,MID,Merino,Madueke,2,40,0,20,20,1.5384615384615385,2,0.0,40.0,-20.0
295,2025-02-20T10:44:39.239291Z,26,HC,waiver,unsuccessful - player in already been picked up,9.0,MID,Maddison,Semenyo,4,21,2,59,-38,-2.923076923076923,2,0.0,21.0,-59.0
296,2025-02-20T10:44:39.239241Z,26,HC,waiver,successful,1.0,MID,O.Dango,De Bruyne,2,18,2,42,-24,-1.8461538461538463,0,4.0,14.0,-38.0
297,2025-02-20T10:03:25.071663Z,26,TS,waiver,unsuccessful - player in already been picked up,12.0,MID,Nwaneri,Kulusevski,2,27,9,17,10,0.7692307692307693,-7,0.0,27.0,-17.0
298,2025-02-20T10:03:25.071638Z,26,TS,waiver,unsuccessful - player in already been picked up,11.0,MID,Nwaneri,B.Fernandes,2,27,10,68,-41,-3.1538461538461537,-8,0.0,27.0,-68.0
299,2025-02-20T10:03:25.071585Z,26,TS,waiver,successful,4.0,MID,Mitoma,B.Fernandes,8,40,10,68,-28,-2.1538461538461537,-2,13.0,27.0,-55.0
300,2024-11-27T20:15:46.574841Z,13,JP,waiver,successful,8.0,GKP,Sels,Vicario,6,98,0,29,69,2.6538461538461537,6,19.0,79.0,-10.0
301,2025-02-21T16:43:34.719034Z,26,JP,free agent,successful,,GKP,Verbruggen,Vicario,6,32,3,20,12,0.9230769230769231,3,11.0,21.0,-9.0
302,2024-12-26T09:36:59.127538Z,18,JP,free agent,successful,,GKP,Arrizabalaga,Sels,8,64,8,79,-15,-0.7142857142857143,0,10.0,54.0,-69.0
303,2025-04-25T10:21:38.624068Z,34,JP,free agent,successful,,GKP,Sánchez,Martinez,9,25,0,21,4,0.8,9,9.0,16.0,-12.0
304,2025-04-25T08:37:06.340799Z,34,JP,waiver,unsuccessful - player in already been picked up,16.0,GKP,Leno,Martinez,2,14,0,21,-7,-1.4,2,0.0,14.0,-21.0
305,2025-04-25T08:37:06.340781Z,34,JP,waiver,unsuccessful - player in already been picked up,15.0,GKP,Pope,Martinez,6,21,0,21,0,0.0,6,0.0,21.0,-21.0
306,2025-04-25T07:57:38.706341Z,34,LD,waiver,successful,10.0,GKP,Leno,Henderson,2,14,0,12,2,0.4,2,4.0,10.0,-8.0
307,2025-04-25T09:44:14.833797Z,34,CR,waiver,successful,7.0,GKP,Pope,Pickford,6,21,4,26,-5,-1.0,2,6.0,15.0,-20.0
308,2025-01-25T12:31:33.872156Z,23,JP,free agent,successful,,FWD,Welbeck,Solanke,2,53,0,25,28,1.75,2,2.0,51.0,-23.0
309,2025-01-24T14:13:39.453401Z,23,IR,free agent,successful,,FWD,Calvert-Lewin,Solanke,1,5,0,25,-20,-1.25,1,1.0,4.0,-24.0
310,2025-01-24T09:26:01.041154Z,23,IR,waiver,unsuccessful - player in already been picked up,7.0,FWD,Darwin,Solanke,1,22,0,25,-3,-0.1875,1,0.0,22.0,-25.0
