,added,event,person,kind,result,index,position,player_in,player_out,player_in_points_scored_in_week,player_in_points_scored_after,player_out_points_scored_in_week,player_out_points_scored_after,net_points_of_trade,net_points_of_trade_per_week,net_points_of_trade_in_week,points_actually_scored,points_not_realised,net_points_banked
702,2025-05-15T16:07:06.367679Z,37,TS,waiver,unsuccessful - player out already gone,21.0,DEF,Kiwior,Alexander-Arnold,7,9,0,1,8,4.0,7,0.0,9.0,-1.0
703,2025-05-15T16:07:06.367644Z,37,TS,waiver,unsuccessful - player out already gone,19.0,DEF,White,Alexander-Arnold,6,11,0,1,10,5.0,6,5.0,6.0,4.0
704,2025-05-13T10:31:25.487439Z,37,AC,waiver,successful,24.0,DEF,Schär,Alexander-Arnold,2,3,0,1,2,1.0,2,3.0,0.0,2.0
705,2024-08-30T05:39:01.576965Z,3,CR,waiver,successful,14.0,DEF,Kilman,Quansah,0,69,0,8,61,1.6944444444444444,0,0.0,69.0,-8.0
706,2024-09-07T07:08:28.702833Z,4,CR,waiver,successful,5.0,MID,Onana,Souček,1,45,1,112,-67,-1.9142857142857144,0,1.0,44.0,-111.0
707,2024-09-07T12:50:55.572487Z,4,AC,waiver,successful,4.0,MID,Onana,Trossard,1,45,3,143,-98,-2.8,-2,9.0,36.0,-134.0
708,2024-12-02T16:41:23.006739Z,14,CR,waiver,successful,1.0,MID,Enzo,Martinelli,5,95,3,78,17,0.68,2,26.0,69.0,-52.0
709,2025-03-31T12:17:39.150000Z,30,IR,waiver,unsuccessful - player in already been picked up,25.0,FWD,N.Jackson,Zirkzee,1,13,2,4,9,1.0,-1,0.0,13.0,-4.0
710,2025-03-31T12:17:39.150018Z,30,IR,waiver,successful,26.0,FWD,Nketiah,Zirkzee,1,18,2,4,14,1.5555555555555556,-1,1.0,17.0,-3.0
711,2025-03-31T13:16:05.972147Z,30,BP,waiver,successful,7.0,FWD,N.Jackson,Wilson,1,13,1,11,2,0.2222222222222222,0,10.0,3.0,-1.0
712,2024-09-20T09:14:50.503443Z,5,CR,waiver,successful,5.0,MID,Smith Rowe,Onana,8,92,2,44,48,1.411764705882353,6,27.0,65.0,-17.0
713,2024-09-20T09:14:50.503495Z,5,CR,waiver,successful,9.0,DEF,Veltman,Kilman,1,40,0,67,-27,-0.7941176470588235,1,1.0,39.0,-66.0
714,2024-09-20T09:14:50.503516Z,5,CR,waiver,successful,10.0,GKP,Sels,Ortega Moreno,1,130,0,35,95,2.7941176470588234,1,0.0,130.0,-35.0
715,2024-09-26T21:21:57.501477Z,6,CR,waiver,successful,2.0,GKP,Sánchez,Sels,2,96,2,129,-33,-1.0,0,0.0,96.0,-129.0
716,2025-01-02T15:00:44.484194Z,20,CR,waiver,successful,1.0,DEF,Burn,Mykolenko,1,58,2,67,-9,-0.47368421052631576,-1,9.0,49.0,-58.0
717,2025-01-03T10:38:22.079166Z,20,IR,waiver,unsuccessful - player in already been picked up,22.0,DEF,Burn,Livramento,1,58,2,61,-3,-0.15789473684210525,-1,0.0,58.0,-61.0
718,2025-01-03T11:44:17.265162Z,20,IR,free agent,successful,,DEF,Botman,Livramento,1,18,2,61,-43,-2.263157894736842,-1,6.0,12.0,-55.0
719,2025-05-09T17:19:44.408760Z,36,CR,free agent,successful,,DEF,Maatsen,Mykolenko,1,8,8,25,-17,-5.666666666666667,-7,1.0,7.0,-24.0
720,2024-09-27T15:58:12.094155Z,6,CR,free agent,successful,,DEF,Colwill,Veltman,1,93,0,39,54,1.6363636363636365,1,24.0,69.0,-15.0
721,2024-09-23T10:02:34.296744Z,6,IR,waiver,successful,14.0,DEF,Colwill,Veltman,1,93,0,39,54,1.6363636363636365,1,2.0,91.0,-37.0
722,2024-09-23T10:02:34.296703Z,6,IR,waiver,unsuccessful - player in already been picked up,12.0,DEF,J.Timber,Veltman,4,99,0,39,60,1.8181818181818181,4,4.0,95.0,-35.0
723,2024-09-26T09:38:21.399907Z,6,PV,waiver,unsuccessful - player in already been picked up,24.0,DEF,Colwill,Muñoz,1,93,1,129,-36,-1.0909090909090908,0,0.0,93.0,-129.0
724,2024-09-26T09:38:21.399870Z,6,PV,waiver,unsuccessful - player in already been picked up,20.0,DEF,J.Timber,Muñoz,4,99,1,129,-30,-0.9090909090909091,3,0.0,99.0,-129.0
725,2024-09-26T09:38:21.399889Z,6,PV,waiver,successful,21.0,DEF,Mazraoui,Muñoz,0,63,1,129,-66,-2.0,-1,0.0,63.0,-129.0
726,2024-09-23T10:02:34.296725Z,6,IR,waiver,unsuccessful - player out already gone,13.0,DEF,Colwill,W.Fofana,1,93,0,16,77,2.3333333333333335,1,2.0,91.0,-14.0
727,2024-09-23T10:02:34.296648Z,6,IR,waiver,successful,5.0,DEF,J.Timber,W.Fofana,4,99,0,16,83,2.515151515151515,4,4.0,95.0,-12.0
728,2025-01-11T09:59:47.350807Z,21,CR,waiver,successful,3.0,MID,Gibbs-White,Bernardo,1,83,2,43,40,2.2222222222222223,-1,41.0,42.0,-2.0
729,2025-01-13T11:34:43.929725Z,21,LB,waiver,successful,2.0,MID,Schade,Bernardo,1,79,2,43,36,2.0,-1,15.0,64.0,-28.0
730,2024-10-05T08:02:36.469847Z,7,CR,free agent,successful,,DEF,Kiwior,Livramento,1,42,1,91,-49,-1.53125,0,1.0,41.0,-90.0
731,2025-05-01T20:38:42.521438Z,35,CR,waiver,unsuccessful - player out already gone,18.0,DEF,Collins,Toti,1,12,2,4,8,2.0,-1,0.0,12.0,-4.0
732,2025-05-01T20:38:42.521361Z,35,CR,waiver,successful,3.0,DEF,O'Brien,Toti,0,13,2,4,9,2.25,-2,0.0,13.0,-4.0
733,2025-05-01T20:49:12.644569Z,35,HC,waiver,unsuccessful - player in already been picked up,15.0,DEF,O'Brien,Huijsen,0,13,8,13,0,0.0,-8,0.0,13.0,-13.0
734,2025-05-02T05:52:40.776458Z,35,HC,free agent,successful,,DEF,Branthwaite,Huijsen,1,9,8,13,-4,-1.0,-7,9.0,0.0,-4.0
735,2025-05-01T20:40:15.351724Z,35,AN,waiver,unsuccessful - player in already been picked up,7.0,DEF,O'Brien,S.Bueno,0,13,1,2,11,2.75,-1,0.0,13.0,-2.0
736,2025-05-01T20:40:15.351672Z,35,AN,waiver,successful,4.0,DEF,Lewis,S.Bueno,1,7,1,2,5,1.25,0,1.0,6.0,-1.0
737,2025-05-01T20:40:15.351765Z,35,AN,waiver,unsuccessful - player out already gone,9.0,DEF,Zabarnyi,S.Bueno,2,15,1,2,13,3.25,1,0.0,15.0,-2.0
738,2025-05-01T20:40:15.351746Z,35,AN,waiver,unsuccessful - player out already gone,8.0,DEF,Pedro Porro,S.Bueno,0,-1,1,2,-3,-0.75,-1,0.0,-1.0,-2.0
739,2025-05-01T20:40:15.351784Z,35,AN,waiver,unsuccessful - player in already been picked up,10.0,DEF,O'Brien,Bradley,0,13,1,7,6,1.5,-1,0.0,13.0,-7.0
740,2025-05-01T20:38:42.521296Z,35,CR,waiver,unsuccessful - player in already been picked up,2.0,DEF,Rúben,Bradley,7,25,1,7,18,4.5,6,0.0,25.0,-7.0
741,2025-05-02T17:18:25.136312Z,35,CR,free agent,successful,,DEF,Saliba,Bradley,1,3,1,7,-4,-1.0,0,1.0,2.0,-6.0
742,2025-05-01T20:40:15.351801Z,35,AN,waiver,successful,11.0,DEF,Zabarnyi,Bradley,2,15,1,7,8,2.0,1,0.0,15.0,-7.0
743,2025-04-28T09:55:12.587254Z,35,IR,waiver,successful,6.0,DEF,O'Brien,Andersen,0,13,2,4,9,2.25,-2,0.0,13.0,-4.0
744,2025-05-01T20:49:12.644498Z,35,HC,waiver,successful,1.0,DEF,Rúben,Andersen,7,25,2,4,21,5.25,5,25.0,0.0,21.0
745,2025-04-28T09:55:12.587276Z,35,IR,waiver,unsuccessful - player in already been picked up,15.0,DEF,Lewis,Andersen,1,7,2,4,3,0.75,-1,0.0,7.0,-4.0
746,2025-04-28T09:55:12.587495Z,35,IR,waiver,unsuccessful - player out already gone,29.0,DEF,Akanji,Andersen,1,15,2,4,11,2.75,-1,15.0,0.0,11.0
747,2025-04-28T20:21:57.583722Z,35,MN,waiver,unsuccessful - player in already been picked up,13.0,DEF,O'Brien,Estupiñan,0,13,2,10,3,0.75,-2,0.0,13.0,-10.0
748,2025-04-28T20:21:57.583776Z,35,MN,waiver,successful,20.0,DEF,Wan-Bissaka,Estupiñan,7,25,2,10,15,3.75,5,25.0,0.0,15.0
749,2024-10-15T07:25:55.776984Z,8,CR,waiver,successful,5.0,DEF,Guéhi,Kiwior,2,95,0,41,54,1.7419354838709677,2,11.0,84.0,-30.0
750,2024-10-18T11:33:02.012574Z,8,MN,free agent,successful,,DEF,Guéhi,Udogie,2,95,5,30,65,2.096774193548387,-3,27.0,68.0,-3.0
751,2024-10-10T19:56:50.137123Z,8,MN,waiver,unsuccessful - player in already been picked up,10.0,DEF,Justin,Udogie,1,41,5,30,11,0.3548387096774194,-4,0.0,41.0,-30.0
752,2025-04-17T17:43:45.736764Z,33,CR,waiver,successful,10.0,FWD,Strand Larsen,Gakpo,2,24,1,28,-4,-0.6666666666666666,1,12.0,12.0,-16.0
753,2025-02-14T16:25:31.068174Z,25,CR,free agent,successful,,FWD,Delap,Havertz,8,39,0,1,38,2.7142857142857144,8,6.0,33.0,5.0
754,2025-02-24T12:27:33.387351Z,27,CR,waiver,successful,2.0,DEF,Aït-Nouri,Milenković,1,50,5,47,3,0.25,-4,48.0,2.0,1.0
755,2025-02-24T17:49:34.591765Z,27,TS,waiver,unsuccessful - player in already been picked up,14.0,DEF,Aït-Nouri,Pedro Porro,1,50,2,8,42,3.5,-1,0.0,50.0,-8.0
756,2025-02-24T18:10:47.231759Z,27,TS,free agent,successful,,DEF,N.Semedo,Pedro Porro,4,33,2,8,25,2.0833333333333335,2,14.0,19.0,6.0
757,2025-04-26T08:58:58.249441Z,34,CR,free agent,successful,,DEF,Agbadou,Muñoz,6,16,0,15,1,0.2,6,6.0,10.0,-9.0
758,2025-04-25T18:30:14.586700Z,34,MN,free agent,successful,,DEF,Agbadou,Dalot,6,16,0,1,15,3.0,6,6.0,10.0,5.0
759,2024-12-02T16:41:23.006788Z,14,CR,waiver,successful,3.0,MID,Iwobi,Semenyo,15,97,3,118,-21,-0.84,12,28.0,69.0,-90.0
760,2024-12-02T16:41:23.006810Z,14,CR,waiver,unsuccessful - player out already gone,4.0,MID,Kluivert,Semenyo,3,101,3,118,-17,-0.68,0,0.0,101.0,-118.0
761,2025-01-24T11:00:13.512334Z,23,CR,waiver,successful,9.0,DEF,Akanji,Colwill,2,19,0,62,-43,-2.6875,2,8.0,11.0,-54.0
762,2025-01-31T08:11:17.364413Z,24,CR,waiver,successful,9.0,DEF,Tarkowski,Burn,17,36,0,49,-13,-0.8666666666666667,17,19.0,17.0,-30.0
763,2025-01-31T08:10:38.252265Z,24,PV,waiver,successful,3.0,DEF,Konsa,Burn,1,54,0,49,5,0.3333333333333333,1,1.0,53.0,-48.0
764,2025-01-31T08:10:38.252310Z,24,PV,waiver,unsuccessful - player out already gone,7.0,DEF,Dalot,Burn,1,33,0,49,-16,-1.0666666666666667,1,0.0,33.0,-49.0
765,2024-12-24T20:20:50.501101Z,18,CR,waiver,successful,10.0,DEF,Mykolenko,Rúben,1,69,0,62,7,0.3333333333333333,1,1.0,68.0,-61.0
766,2025-05-09T17:18:51.446885Z,36,CR,free agent,successful,,GKP,Martinez,Pope,8,12,7,13,-1,-0.3333333333333333,1,12.0,0.0,-1.0
767,2024-12-28T04:15:01.344304Z,19,CR,waiver,successful,5.0,GKP,Pickford,Sánchez,1,76,0,60,16,0.8,1,13.0,63.0,-47.0
768,2025-05-01T20:38:42.521385Z,35,CR,waiver,successful,9.0,DEF,Mykolenko,Agbadou,0,25,2,10,15,3.75,-2,0.0,25.0,-10.0
769,2025-04-28T20:21:57.583758Z,35,MN,waiver,unsuccessful - player out already gone,19.0,DEF,Konsa,Agbadou,6,27,2,10,17,4.25,4,0.0,27.0,-10.0
770,2025-04-28T20:21:57.583741Z,35,MN,waiver,successful,14.0,DEF,Van den Berg,Agbadou,1,9,2,10,-1,-0.25,-1,7.0,2.0,-3.0
771,2025-05-12T19:31:11.283572Z,37,CR,waiver,unsuccessful - player in already been picked up,10.0,DEF,Mykolenko,O'Brien,8,17,7,13,4,2.0,1,0.0,17.0,-13.0
772,2024-12-28T04:15:01.344261Z,19,CR,waiver,successful,2.0,FWD,Gakpo,Mateta,5,71,2,93,-22,-1.1,3,43.0,28.0,-50.0
773,2024-12-28T07:37:44.524531Z,19,MN,waiver,successful,3.0,FWD,Strand Larsen,Mateta,6,74,2,93,-19,-0.95,4,69.0,5.0,-24.0
774,2024-12-28T13:24:44.327350Z,19,CR,free agent,successful,,MID,Bernardo,Amad,3,48,2,60,-12,-0.6,1,5.0,43.0,-55.0
775,2025-05-12T19:31:11.283499Z,37,CR,waiver,successful,1.0,FWD,Beto,N.Jackson,2,4,0,0,4,2.0,2,2.0,2.0,2.0
776,2025-05-12T05:17:57.037501Z,37,BP,waiver,successful,2.0,FWD,Welbeck,N.Jackson,5,5,0,0,5,2.5,5,5.0,0.0,5.0
777,2025-05-12T05:17:57.037570Z,37,BP,waiver,unsuccessful - player out already gone,10.0,FWD,Ndiaye,N.Jackson,13,15,0,0,15,7.5,13,0.0,15.0,0.0
778,2025-05-15T16:07:06.367513Z,37,TS,waiver,unsuccessful - player in already been picked up,7.0,FWD,Beto,Ndiaye,2,4,13,15,-11,-5.5,-11,0.0,4.0,-15.0
779,2025-05-15T16:07:06.367456Z,37,TS,waiver,successful,3.0,FWD,Delap,Ndiaye,1,1,13,15,-14,-7.0,-12,1.0,0.0,-14.0
780,2025-05-01T22:18:39.003292Z,35,TS,waiver,unsuccessful - player in already been picked up,12.0,DEF,Rúben,Schär,7,25,6,14,11,2.75,1,0.0,25.0,-14.0
781,2025-05-01T22:18:39.003273Z,35,TS,waiver,unsuccessful - player in already been picked up,11.0,DEF,Rúben,N.Semedo,7,25,2,4,21,5.25,5,0.0,25.0,-4.0
782,2025-05-01T22:18:39.003311Z,35,TS,waiver,unsuccessful - player out already gone,13.0,DEF,Saliba,N.Semedo,1,3,2,4,-1,-0.25,-1,0.0,3.0,-4.0
783,2025-05-01T22:18:39.003251Z,35,TS,waiver,successful,7.0,DEF,Muñoz,N.Semedo,1,15,2,4,11,2.75,-1,15.0,0.0,11.0
784,2025-05-02T08:34:48.311132Z,35,PV,free agent,successful,,DEF,Konsa,N.Semedo,6,27,2,4,23,5.75,4,0.0,27.0,-4.0
785,2025-02-20T10:03:25.071784Z,26,TS,waiver,unsuccessful - player out already gone,26.0,DEF,Aït-Nouri,Stones,6,56,0,0,56,4.3076923076923075,6,0.0,56.0,0.0
786,2025-02-20T10:03:25.071745Z,26,TS,waiver,successful,22.0,DEF,Lamptey,Stones,6,10,0,0,10,0.7692307692307693,6,6.0,4.0,6.0
787,2025-02-16T20:35:30.986752Z,26,AN,waiver,successful,23.0,DEF,Aït-Nouri,Livramento,6,56,0,48,8,0.6153846153846154,6,21.0,35.0,-27.0
788,2025-02-16T20:35:30.986767Z,26,AN,waiver,unsuccessful - player out already gone,25.0,DEF,N.Semedo,Livramento,6,39,0,48,-9,-0.6923076923076923,6,0.0,39.0,-48.0
789,2025-02-19T20:25:17.826278Z,26,PV,waiver,unsuccessful - player out already gone,20.0,DEF,Lamptey,Konsa,6,10,2,53,-43,-3.3076923076923075,4,0.0,10.0,-53.0
790,2025-02-19T20:25:17.826295Z,26,PV,waiver,unsuccessful - player out already gone,21.0,DEF,Stones,Konsa,0,0,2,53,-53,-4.076923076923077,-2,0.0,0.0,-53.0
791,2025-02-19T20:25:17.826313Z,26,PV,waiver,unsuccessful - player out already gone,22.0,DEF,Bassey,Konsa,1,17,2,53,-36,-2.769230769230769,-1,0.0,17.0,-53.0
792,2025-02-19T20:25:17.826259Z,26,PV,waiver,successful,15.0,DEF,Chalobah,Konsa,1,28,2,53,-25,-1.9230769230769231,-1,0.0,28.0,-53.0
793,2025-04-25T07:41:59.008678Z,34,LB,waiver,successful,7.0,MID,Semenyo,McGinn,9,33,0,13,20,4.0,9,31.0,2.0,18.0
794,2025-05-23T16:51:55.791091Z,38,TS,waiver,successful,14.0,MID,Mitoma,Enzo,4,4,3,3,1,1.0,1,0.0,4.0,-3.0
795,2025-05-23T16:51:55.791110Z,38,TS,waiver,unsuccessful - player out already gone,20.0,MID,Tavernier,Enzo,4,4,3,3,1,1.0,1,0.0,4.0,-3.0
796,2025-05-23T08:47:52.974611Z,38,IR,waiver,successful,20.0,MID,Tavernier,Harrison,4,4,3,3,1,1.0,1,4.0,0.0,1.0
797,2025-05-23T08:47:52.974476Z,38,IR,waiver,unsuccessful - player in already been picked up,3.0,MID,Trossard,Harrison,4,4,3,3,1,1.0,1,0.0,4.0,-3.0
798,2024-12-05T18:17:32.492177Z,15,TS,waiver,successful,2.0,MID,Rogers,Neto,2,104,1,76,28,1.1666666666666667,1,74.0,30.0,-2.0
799,2024-12-06T10:10:32.771783Z,15,IR,waiver,unsuccessful - player out already gone,7.0,MID,Rogers,Iwobi,2,104,2,82,22,0.9166666666666666,0,0.0,104.0,-82.0
800,2024-12-06T10:10:32.771719Z,15,IR,waiver,successful,4.0,MID,Nkunku,Iwobi,1,30,2,82,-52,-2.1666666666666665,-1,16.0,14.0,-66.0
801,2024-12-06T10:10:32.771765Z,15,IR,waiver,unsuccessful - player out already gone,6.0,MID,Doku,Iwobi,1,52,2,82,-30,-1.25,-1,0.0,52.0,-82.0
802,2024-12-06T10:10:32.771798Z,15,IR,waiver,unsuccessful - player out already gone,8.0,MID,Enzo,Iwobi,9,90,2,82,8,0.3333333333333333,7,0.0,90.0,-82.0
803,2024-12-06T15:54:00.958779Z,15,LB,free agent,successful,,MID,Rogers,Jones,2,104,0,49,55,2.2916666666666665,2,104.0,0.0,55.0
804,2024-08-31T07:36:53.952723Z,3,TS,free agent,successful,,FWD,Wood,Toney,9,190,0,0,190,5.277777777777778,9,171.0,19.0,171.0
805,2024-08-30T09:34:03.471668Z,3,BP,waiver,successful,2.0,FWD,João Pedro,Toney,8,116,0,0,116,3.2222222222222223,8,9.0,107.0,9.0
806,2024-08-30T09:34:03.471755Z,3,BP,waiver,unsuccessful - player out already gone,9.0,FWD,Strand Larsen,Toney,2,137,0,0,137,3.8055555555555554,2,0.0,137.0,0.0
807,2024-08-23T09:47:32.156814Z,2,TS,waiver,successful,3.0,DEF,Cucurella,Chilwell,0,131,0,13,118,3.189189189189189,0,3.0,128.0,-10.0
808,2024-08-23T09:47:32.156869Z,2,TS,waiver,unsuccessful - player out already gone,6.0,DEF,James,Chilwell,0,54,0,13,41,1.1081081081081081,0,0.0,54.0,-13.0
809,2024-08-23T09:47:32.156893Z,2,TS,waiver,unsuccessful - player out already gone,7.0,DEF,Lewis,Chilwell,2,60,0,13,47,1.2702702702702702,2,0.0,60.0,-13.0
810,2024-08-23T07:53:19.685156Z,2,BP,waiver,successful,6.0,DEF,Lewis,Chilwell,2,60,0,13,47,1.2702702702702702,2,34.0,26.0,21.0
811,2024-08-20T07:22:56.560479Z,2,AN,waiver,unsuccessful - player in already been picked up,13.0,DEF,Lewis,O'Brien,2,60,0,65,-5,-0.13513513513513514,2,0.0,60.0,-65.0
812,2024-08-20T07:22:56.560494Z,2,AN,waiver,successful,14.0,DEF,Mazraoui,O'Brien,4,80,0,65,15,0.40540540540540543,4,0.0,80.0,-65.0
813,2024-08-20T07:22:56.560523Z,2,AN,waiver,unsuccessful - player out already gone,20.0,DEF,Dunk,O'Brien,2,38,0,65,-27,-0.7297297297297297,2,0.0,38.0,-65.0
814,2024-08-20T19:07:53.414721Z,2,MN,waiver,unsuccessful - player in already been picked up,16.0,DEF,Lewis,Walker,2,60,0,13,47,1.2702702702702702,2,0.0,60.0,-13.0
815,2024-08-20T19:07:53.414773Z,2,MN,waiver,unsuccessful - player out already gone,19.0,DEF,Burn,Walker,1,110,0,13,97,2.6216216216216215,1,0.0,110.0,-13.0
816,2024-08-20T19:07:53.414747Z,2,MN,waiver,successful,17.0,DEF,Martinez,Walker,1,61,0,13,48,1.2972972972972974,1,15.0,46.0,2.0
817,2024-10-17T19:28:47.859157Z,8,TS,waiver,successful,2.0,DEF,James,Cucurella,0,54,0,118,-64,-2.064516129032258,0,12.0,42.0,-106.0
818,2024-10-18T11:43:36.723270Z,8,BP,free agent,successful,,DEF,Young,Cucurella,6,83,0,118,-35,-1.1290322580645162,6,52.0,31.0,-66.0
819,2024-10-15T13:34:55.286134Z,8,HC,waiver,unsuccessful - player in already been picked up,9.0,DEF,James,Estupiñan,0,54,1,61,-7,-0.22580645161290322,-1,0.0,54.0,-61.0
820,2024-10-15T13:34:55.286111Z,8,HC,waiver,successful,7.0,DEF,Digne,Estupiñan,4,65,1,61,4,0.12903225806451613,3,23.0,42.0,-38.0
821,2025-01-02T17:17:37.999119Z,20,TS,waiver,successful,3.0,DEF,James,Udogie,0,49,0,6,43,2.263157894736842,0,9.0,40.0,3.0
822,2025-01-02T17:17:37.999179Z,20,TS,waiver,unsuccessful - player out already gone,5.0,DEF,Aït-Nouri,Udogie,1,69,0,6,63,3.3157894736842106,1,0.0,69.0,-6.0
823,2024-12-31T11:03:52.851348Z,20,LB,waiver,unsuccessful - player in already been picked up,12.0,DEF,Mitchell,Udogie,2,66,0,6,60,3.1578947368421053,2,0.0,66.0,-6.0
824,2024-12-31T11:03:52.851298Z,20,LB,waiver,successful,5.0,DEF,Chalobah,Udogie,0,39,0,6,33,1.736842105263158,0,0.0,39.0,-6.0
825,2024-11-22T14:30:05.000287Z,12,TS,free agent,successful,,DEF,Calafiori,James,6,25,0,49,-24,-0.8888888888888888,6,8.0,17.0,-41.0
826,2025-04-01T16:11:25.559339Z,30,TS,free agent,successful,,MID,Rogers,Mitoma,10,48,2,27,21,2.3333333333333335,8,48.0,0.0,21.0
827,2024-10-18T15:10:13.928432Z,8,TS,free agent,successful,,MID,Grealish,Mitoma,1,24,1,114,-90,-2.903225806451613,0,1.0,23.0,-113.0
828,2025-02-14T11:30:54.381627Z,25,TS,free agent,successful,,DEF,White,Calafiori,0,23,1,5,18,1.2857142857142858,-1,6.0,17.0,1.0
829,2025-01-30T07:33:13.013944Z,24,TS,waiver,successful,4.0,DEF,Stones,Digne,0,7,1,27,-20,-1.3333333333333333,-1,0.0,7.0,-27.0
830,2025-05-09T10:20:15.799693Z,36,TS,waiver,successful,6.0,MID,Enzo,J.Murphy,1,7,5,9,-2,-0.6666666666666666,-4,3.0,4.0,-6.0
831,2025-05-09T10:20:15.799737Z,36,TS,waiver,unsuccessful - player out already gone,9.0,MID,O’Reilly,J.Murphy,1,1,5,9,-8,-2.6666666666666665,-4,0.0,1.0,-9.0
832,2025-05-15T16:07:06.367591Z,37,TS,waiver,successful,13.0,MID,Trossard,I.Sarr,3,7,5,14,-7,-3.5,-2,7.0,0.0,-7.0
833,2025-05-15T16:07:06.367609Z,37,TS,waiver,unsuccessful - player out already gone,17.0,MID,Gordon,I.Sarr,2,3,5,14,-11,-5.5,-3,0.0,3.0,-14.0
834,2025-03-15T13:27:47.955597Z,29,TS,free agent,successful,,MID,Savinho,Kulusevski,0,15,0,7,8,0.8,0,0.0,15.0,-7.0
835,2025-03-14T15:04:14.562103Z,29,BP,free agent,successful,,MID,Merino,Kulusevski,9,33,0,7,26,2.6,9,33.0,0.0,26.0
836,2025-03-07T10:59:32.452190Z,28,TS,waiver,unsuccessful - player in already been picked up,10.0,MID,Eze,Kulusevski,3,65,0,7,58,5.2727272727272725,3,65.0,0.0,58.0
837,2025-03-07T10:59:32.452142Z,28,TS,waiver,successful,4.0,MID,Eze,De Bruyne,3,65,1,40,25,2.272727272727273,2,65.0,0.0,25.0
838,2025-03-07T10:59:32.452089Z,28,TS,waiver,unsuccessful - player in already been picked up,3.0,MID,Semenyo,De Bruyne,1,56,1,40,16,1.4545454545454546,0,0.0,56.0,-40.0
839,2025-03-07T10:59:32.452164Z,28,TS,waiver,unsuccessful - player out already gone,9.0,MID,Rogers,De Bruyne,3,51,1,40,11,1.0,2,0.0,51.0,-40.0
840,2025-03-07T09:33:09.819866Z,28,HC,waiver,unsuccessful - player in already been picked up,16.0,MID,Eze,O.Dango,3,65,1,14,51,4.636363636363637,2,0.0,65.0,-14.0
841,2025-03-07T09:33:09.819773Z,28,HC,waiver,successful,1.0,MID,Semenyo,O.Dango,1,56,1,14,42,3.8181818181818183,0,4.0,52.0,-10.0
842,2025-05-09T10:20:15.799640Z,36,TS,waiver,successful,3.0,FWD,Ndiaye,Welbeck,1,16,9,14,2,0.6666666666666666,-8,1.0,15.0,-13.0
843,2025-05-09T05:58:32.055587Z,36,MN,waiver,successful,22.0,FWD,Højlund,Welbeck,2,6,9,14,-8,-2.6666666666666665,-7,2.0,4.0,-12.0
844,2025-05-15T20:16:33.028062Z,37,AN,free agent,successful,,DEF,Kiwior,White,7,9,6,11,-2,-1.0,1,2.0,7.0,-9.0
845,2025-05-15T20:15:14.250137Z,37,AN,free agent,successful,,DEF,White,Bradley,6,11,4,5,6,3.0,2,0.0,11.0,-5.0
846,2025-03-08T08:58:58.226652Z,28,TS,free agent,successful,,DEF,Tsimikas,White,0,11,0,21,-10,-0.9090909090909091,0,0.0,11.0,-21.0
847,2025-04-21T06:22:14.230781Z,34,BP,waiver,successful,35.0,FWD,Solanke,Beto,6,14,2,20,-6,-1.2,4,14.0,0.0,-6.0
848,2025-02-13T13:18:29.275466Z,25,TS,waiver,successful,4.0,FWD,Solanke,João Pedro,0,25,1,46,-21,-1.5,-1,0.0,25.0,-46.0
849,2025-02-02T20:40:45.668456Z,25,AN,waiver,successful,9.0,FWD,Solanke,João Pedro,0,25,1,46,-21,-1.5,-1,8.0,17.0,-38.0
850,2025-01-20T06:01:30.661144Z,23,TS,waiver,successful,5.0,DEF,Digne,Botman,2,29,0,11,18,1.125,2,7.0,22.0,-4.0
851,2024-12-28T13:24:52.378691Z,19,TS,free agent,successful,,GKP,Sels,Ortega Moreno,6,71,6,21,50,2.5,0,45.0,26.0,24.0
852,2025-03-07T10:59:32.452218Z,28,TS,waiver,successful,11.0,FWD,Strand Larsen,Solanke,1,59,2,25,34,3.090909090909091,-1,29.0,30.0,4.0
853,2025-05-19T06:02:17.719721Z,38,BP,waiver,unsuccessful - player out already gone,15.0,DEF,Calafiori,Branthwaite,0,0,0,0,0,0.0,0,0.0,0.0,0.0
854,2025-05-19T06:02:17.719668Z,38,BP,waiver,successful,2.0,DEF,Burn,Branthwaite,2,2,0,0,2,2.0,2,2.0,0.0,2.0
855,2025-02-24T17:49:34.591749Z,27,TS,waiver,successful,8.0,DEF,Colwill,Lamptey,14,58,2,4,54,4.5,12,20.0,38.0,16.0
856,2025-02-23T18:22:42.077678Z,27,PV,waiver,successful,9.0,DEF,Colwill,Chalobah,14,58,0,27,31,2.5833333333333335,14,14.0,44.0,-13.0
857,2025-02-23T18:22:42.077718Z,27,PV,waiver,unsuccessful - player out already gone,17.0,DEF,N.Semedo,Chalobah,4,33,0,27,6,0.5,4,10.0,23.0,-17.0
858,2025-02-23T18:22:42.077699Z,27,PV,waiver,unsuccessful - player in already been picked up,16.0,DEF,Cucurella,Chalobah,15,72,0,27,45,3.75,15,0.0,72.0,-27.0
859,2025-02-24T13:12:54.709369Z,27,IR,waiver,unsuccessful - player in already been picked up,15.0,DEF,Colwill,Veltman,14,58,0,1,57,4.75,14,0.0,58.0,-1.0
860,2025-02-24T13:12:54.709353Z,27,IR,waiver,unsuccessful - player in already been picked up,14.0,DEF,Cucurella,Veltman,15,72,0,1,71,5.916666666666667,15,30.0,42.0,29.0
